ENMUST_ID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
ENSMUST00000075770.12	chr18	+	57133089	57297467	57180485	57294055	25	57133089,57180468,57189500,57191106,57212321,57240543,57242662,57246533,57252833,57259662,57261110,57261993,57264440,57275680,57276988,57277595,57281623,57283793,57285807,57287782,57289282,57290396,57291770,57292568,57293843,	57133730,57180601,57189602,57191207,57212414,57240790,57242783,57246670,57253046,57259837,57261231,57262157,57264543,57275827,57277123,57277724,57281752,57283922,57285936,57288019,57289410,57290520,57291815,57292775,57297467,	Q6DIB5	uc008eyz.2
ENSMUST00000209782.1	chr18	+	57468521	57477208	57477112	57477208	3	57468521,57472611,57477013,	57468836,57472696,57477208,	A0A1B0GS02	uc289pew.1
ENSMUST00000209786.1	chr18	+	57472452	57478132	57477112	57477355	3	57472452,57472611,57477013,	57472531,57472696,57478132,	Q8BXZ0	uc033hhb.2
ENSMUST00000091892.3	chr18	+	57468515	57478133	57477112	57477355	2	57468515,57477013,	57468836,57478133,	Q8BXZ0	uc008ezd.3
ENSMUST00000237466.1	chr18	-	61715929	61719222	61715929	61715929	3	61715929,61718753,61719010,	61716127,61718835,61719222,		uc294hme.1
ENSMUST00000062991.8	chr18	-	61712423	61726323	61715762	61726299	4	61712423,61718753,61719701,61726225,	61716127,61718835,61719855,61726323,	Q0VB85	uc008fco.3
ENSMUST00000238010.1	chr18	-	61715010	61726325	61718608	61726299	4	61715010,61718753,61719701,61726225,	61718634,61718835,61719855,61726325,	A0A494BB40	uc294ign.1
ENSMUST00000051720.5	chr18	+	61953074	62015715	61953115	62015090	17	61953074,61960943,61967988,61970941,61973286,61974448,61975568,61977876,61987555,61989192,61989343,61991137,62007647,62008456,62011806,62013032,62014898,	61953167,61961042,61968116,61971047,61973430,61974647,61975642,61978072,61987689,61989234,61991044,61991318,62007798,62008579,62011957,62013229,62015715,	Q80VA5	uc008fcv.2
ENSMUST00000235652.1	chr18	+	61953083	62015715	61953115	61991308	17	61953083,61960943,61967988,61970941,61973286,61974448,61975568,61977876,61987555,61989192,61989343,61991177,62007647,62008456,62011806,62013032,62014898,	61953167,61961042,61968116,61971047,61973430,61974647,61975642,61978072,61987689,61989234,61991044,61991318,62007798,62008579,62011957,62013229,62015715,	Q80VA5	uc294ewo.1
ENSMUST00000236759.1	chr18	+	61977958	62015719	61977958	62015090	10	61977958,61987555,61989192,61989343,61991137,62007647,62008456,62011806,62013032,62014898,	61978072,61987689,61989234,61991044,61991318,62007798,62008579,62011957,62013229,62015719,	A0A494BAH3	uc294glu.1
ENSMUST00000235860.1	chr18	+	61953074	62024402	61953115	62023156	17	61953074,61960943,61967988,61970941,61973286,61974448,61975568,61977876,61987555,61989192,61989343,61991137,62007647,62008456,62011806,62013032,62023147,	61953167,61961042,61968116,61971047,61973430,61974647,61975642,61978072,61987689,61989234,61991044,61991318,62007798,62008579,62011957,62013229,62024402,	Q3UPD8	uc294fej.1
ENSMUST00000053640.4	chr18	-	62177815	62179959	62178495	62179752	1	62177815,	62179959,	P18762	uc008fcy.4
ENSMUST00000067743.1	chr18	+	62180125	62184405	62180125	62180125	2	62180125,62183921,	62180603,62184405,		uc008fcz.3
ENSMUST00000237378.1	chr18	-	62519376	62520729	62519376	62519376	2	62519376,62520682,	62519967,62520729,		uc294hix.1
ENSMUST00000236904.1	chr18	-	62513870	62530771	62513870	62513870	10	62513870,62516963,62518491,62519753,62520682,62522349,62526131,62527176,62529551,62530688,	62515547,62517143,62518611,62519967,62520825,62522520,62526262,62527270,62529689,62530771,		uc294grg.1
ENSMUST00000235807.1	chr18	-	62533562	62548684	62533562	62541008	6	62533562,62533900,62536115,62540880,62544818,62548611,	62533674,62534064,62536249,62541046,62544926,62548684,	A0A494BB05	uc294fcj.1
ENSMUST00000048688.7	chr18	-	62504154	62548695	62504701	62541008	22	62504154,62505474,62505937,62506603,62507833,62510709,62511013,62514794,62516963,62518491,62519753,62520682,62522349,62526131,62527176,62529551,62530688,62533508,62533900,62536115,62540880,62548611,	62504880,62505588,62506041,62506749,62508000,62510812,62511114,62515544,62517143,62518611,62519967,62520825,62522520,62526262,62527270,62529689,62530826,62533674,62534064,62536249,62541046,62548695,	Q8BMI0	uc012bdv.3
ENSMUST00000126870.1	chr18	+	62977860	62980653	62977860	62977860	2	62977860,62980465,	62978024,62980653,		uc289phz.1
ENSMUST00000133593.2	chr18	+	62980235	62983013	62980235	62980235	2	62980235,62982618,	62980533,62983013,		uc289pic.2
ENSMUST00000137849.2	chr18	+	62977875	62983025	62977875	62977875	3	62977875,62980465,62982618,	62978024,62980533,62983025,		uc289pib.2
ENSMUST00000237483.1	chr18	+	62977979	62986280	62984058	62986280	6	62977979,62980465,62982618,62983373,62984039,62986178,	62978048,62980533,62982703,62983391,62984070,62986280,	A0A494BBF5	uc294hmv.1
ENSMUST00000236087.1	chr18	+	62977906	62986991	62977968	62984062	8	62977906,62980465,62982618,62983359,62984039,62986178,62986410,62986953,	62978024,62980533,62982703,62983391,62984070,62986288,62986477,62986991,	A0A494BAX2	uc294fmu.1
ENSMUST00000236193.1	chr18	+	62985659	62987543	62985659	62985659	3	62985659,62986410,62986953,	62986288,62986477,62987543,		uc294fqr.1
ENSMUST00000235974.1	chr18	+	62986649	62987757	62986649	62986649	1	62986649,	62987757,		uc294fin.1
ENSMUST00000154563.7	chr18	+	62985955	62991830	62985955	62985955	5	62985955,62986178,62986410,62986953,62991800,	62986075,62986288,62986477,62987024,62991830,		uc289pid.1
ENSMUST00000237864.1	chr18	+	62977846	62991836	62977968	62984062	9	62977846,62980465,62982618,62983359,62984039,62986178,62986410,62986953,62991800,	62978024,62980533,62982703,62983391,62984123,62986288,62986477,62987024,62991836,	A0A494BAX2	uc294iaz.1
ENSMUST00000236914.1	chr18	+	62989975	62992050	62989975	62989975	1	62989975,	62992050,		uc294grq.1
ENSMUST00000155440.7	chr18	+	62986038	62994575	62986038	62986038	4	62986038,62986953,62991800,62994311,	62986288,62987024,62991879,62994575,		uc289pie.1
ENSMUST00000124837.1	chr18	+	62988209	62995024	62988209	62988209	4	62988209,62991800,62994311,62994962,	62988571,62991879,62994391,62995024,		uc289pif.1
ENSMUST00000150267.1	chr18	+	62977900	62996932	62977968	62996932	13	62977900,62980465,62982618,62983373,62984039,62986178,62986410,62986953,62991800,62992340,62994311,62994962,62996816,	62978024,62980533,62982703,62983391,62984070,62986288,62986477,62987024,62991879,62992490,62994391,62995092,62996932,	D3Z4B2	uc289pia.1
ENSMUST00000235372.1	chr18	+	62977965	62997046	62986181	62996960	8	62977965,62986178,62986410,62986953,62991800,62994311,62994962,62996816,	62978024,62986288,62986477,62987024,62991879,62994391,62995092,62997046,	A0A494BAE3	uc294eme.1
ENSMUST00000236925.1	chr18	+	62977908	62997220	62984058	62996960	11	62977908,62982618,62983373,62984039,62986178,62986410,62986953,62991800,62994311,62994962,62996816,	62978024,62982703,62983391,62984070,62986288,62986477,62987024,62991879,62994391,62995092,62997220,	A0A494BA20	uc294gsa.1
ENSMUST00000237157.1	chr18	+	62977846	62997361	62977968	62984062	10	62977846,62980465,62984039,62986178,62986410,62986953,62991800,62994311,62994962,62996816,	62978024,62980533,62984070,62986288,62986477,62987024,62991879,62994391,62995092,62997361,	A0A494BA49	uc294haq.1
ENSMUST00000025474.13	chr18	+	62977830	62999450	62977968	62996960	12	62977830,62980465,62982618,62983373,62984039,62986178,62986410,62986953,62991800,62994311,62994962,62996816,	62978024,62980533,62982703,62983391,62984070,62986288,62986477,62987024,62991879,62994391,62995092,62999450,	Q9CWZ7	uc008fdp.5
ENSMUST00000236933.1	chr18	+	66458592	66464080	66460937	66463373	3	66458592,66460842,66463269,	66458637,66460998,66464080,	A0A494BAM9	uc294gsi.1
ENSMUST00000025399.8	chr18	+	66458532	66465560	66458760	66463373	3	66458532,66460842,66463269,	66458812,66460998,66465560,	Q9JM54	uc008fft.3
ENSMUST00000237161.1	chr18	+	66458574	66465565	66458760	66463373	2	66458574,66463269,	66458812,66465565,	A0A494BAU0	uc294has.1
ENSMUST00000057942.3	chr18	-	66857703	66860506	66859041	66860040	1	66857703,	66860506,	P56450	uc008ffv.4
ENSMUST00000025411.8	chr18	+	67464865	67479835	67464924	67478003	7	67464865,67472856,67473740,67476794,67476963,67477949,67479067,	67464956,67473025,67473830,67476865,67477066,67478061,67479835,	Q8VE85	uc008fmk.2
ENSMUST00000224189.1	chr18	-	67495114	67496987	67495114	67495114	3	67495114,67495362,67496561,	67495276,67495390,67496987,		uc289plf.1
ENSMUST00000224659.1	chr18	-	67494126	67497548	67494126	67494126	2	67494126,67496561,	67495390,67497548,		uc289ple.1
ENSMUST00000226000.1	chr18	-	67496573	67497729	67496573	67496573	2	67496573,67497176,	67496632,67497729,		uc289plg.1
ENSMUST00000224122.1	chr18	-	67488773	67505734	67491290	67505734	8	67488773,67495139,67495362,67496561,67497176,67501067,67503430,67505650,	67491549,67495276,67495390,67496632,67497314,67501241,67503573,67505734,	A0A286YE32	uc289pld.1
ENSMUST00000224799.1	chr18	-	67490989	67549252	67491290	67545659	14	67490989,67495139,67495362,67496561,67497176,67503430,67505650,67506553,67519290,67519803,67528863,67530406,67545614,67549123,	67491549,67495276,67495390,67496632,67497314,67503573,67505744,67506726,67519420,67519890,67529028,67530484,67545740,67549252,	A0A286YDN9	uc008fml.2
ENSMUST00000045105.12	chr18	-	67488208	67552721	67491290	67552702	15	67488208,67495139,67495362,67496561,67497176,67501067,67503430,67505650,67506553,67519290,67519803,67528863,67530406,67545614,67552573,	67491549,67495276,67495390,67496632,67497314,67501241,67503573,67505744,67506726,67519420,67519890,67529028,67530484,67545740,67552721,	D3YTL8	uc008fmm.2
ENSMUST00000082243.6	chr18	-	67488212	67552777	67491290	67552702	15	67488212,67495139,67495362,67496561,67497176,67503430,67505650,67506553,67512840,67519290,67519803,67528863,67530406,67545614,67552573,	67491549,67495276,67495390,67496632,67497314,67503573,67505744,67506726,67512879,67519420,67519890,67529028,67530484,67545740,67552777,	Q52KF3	uc289plc.1
ENSMUST00000115050.9	chr18	-	67488208	67610790	67491290	67610699	17	67488208,67495139,67495362,67496561,67497176,67503430,67505650,67506553,67512840,67519290,67519803,67528863,67530406,67545614,67552573,67587824,67610404,	67491549,67495276,67495390,67496632,67497314,67503573,67505744,67506726,67512879,67519420,67519890,67529028,67530484,67545740,67552807,67587859,67610790,	Q52KF3	uc012bej.3
ENSMUST00000131339.7	chr18	-	73640157	73642563	73640157	73640157	3	73640157,73641782,73642527,	73640469,73641921,73642563,		uc289pph.1
ENSMUST00000147315.7	chr18	-	73640211	73649819	73640211	73640211	4	73640211,73641782,73648884,73649725,	73640469,73641921,73648962,73649819,		uc289ppi.1
ENSMUST00000142672.7	chr18	-	73640222	73662775	73640222	73640222	8	73640222,73641782,73648884,73649862,73657194,73658567,73658778,73662657,	73640469,73641921,73648962,73649909,73657245,73658684,73658898,73662775,		uc289ppj.1
ENSMUST00000129326.1	chr18	-	73658778	73675118	73658778	73658778	3	73658778,73662657,73675018,	73658898,73662867,73675118,		uc289ppk.1
ENSMUST00000114939.1	chr18	-	73640000	73678231	73640257	73677911	11	73640000,73641782,73648884,73649725,73657194,73658567,73658778,73662657,73675160,73675770,73677662,	73640469,73641921,73649053,73649909,73657245,73658684,73658898,73662867,73675190,73675945,73678231,	P97471	uc008fou.2
ENSMUST00000025393.13	chr18	-	73639008	73703780	73640257	73677911	12	73639008,73641782,73648884,73649725,73657194,73658567,73658778,73662657,73675160,73675770,73677662,73703429,	73640469,73641921,73649053,73649909,73657245,73658684,73658898,73662867,73675190,73675945,73678039,73703780,	P97471	uc008fov.2
ENSMUST00000224907.1	chr18	+	74267604	74269922	74267604	74267604	2	74267604,74269402,	74268433,74269922,		uc289pps.1
ENSMUST00000224159.1	chr18	+	74268289	74274878	74268289	74268289	8	74268289,74269402,74273208,74273412,74273734,74274015,74274414,74274644,	74268433,74269538,74273323,74273657,74273817,74274056,74274561,74274878,		uc289ppt.1
ENSMUST00000224332.1	chr18	+	74273517	74281234	74273517	74278718	12	74273517,74273734,74274015,74274414,74274644,74275147,74275342,74276406,74276801,74277300,74277516,74278678,	74273657,74273817,74274056,74274561,74274773,74275258,74275417,74276715,74276939,74277429,74277578,74281234,	A0A286YCP6	uc289ppu.1
ENSMUST00000237568.1	chr18	+	74276633	74282176	74276633	74276633	4	74276633,74276801,74277300,74281878,	74276715,74276939,74277578,74282176,		uc294hpw.1
ENSMUST00000224047.1	chr18	+	74268290	74282685	74269428	74281951	16	74268290,74269402,74273208,74273412,74273734,74274015,74274414,74274644,74275147,74275342,74275903,74276406,74276801,74277300,74277516,74281878,	74268433,74269538,74273323,74273657,74273817,74274056,74274561,74274773,74275258,74275417,74276071,74276715,74276939,74277429,74277578,74282685,	A0A286YDI1	uc012bex.2
ENSMUST00000097530.4	chr18	+	74268174	74282732	74269428	74281951	15	74268174,74269402,74273208,74273412,74273734,74274015,74274414,74274644,74275147,74275342,74276406,74276801,74277300,74277516,74281878,	74268433,74269538,74273323,74273657,74273817,74274056,74274561,74274773,74275258,74275417,74276715,74276939,74277429,74277578,74282732,	A0A0R4J159	uc008fpj.3
ENSMUST00000239157.1	chr18	+	74268174	74282732	74269428	74281951	16	74268174,74269402,74273208,74273412,74273734,74274015,74274414,74274644,74274962,74275147,74275342,74276406,74276801,74277300,74277516,74281878,	74268433,74269538,74273323,74273657,74273817,74274056,74274561,74274773,74275037,74275258,74275417,74276715,74276939,74277429,74277578,74282732,		uc294jvw.1
ENSMUST00000159846.1	chr18	+	84851406	84873582	84851406	84851406	3	84851406,84871504,84873139,	84851607,84871633,84873582,		uc289pvv.1
ENSMUST00000025549.13	chr18	+	84851376	84879592	84851478	84876842	6	84851376,84871504,84873139,84876833,84877826,84879502,	84851607,84871633,84873169,84876852,84877861,84879592,	G5E850	uc289pvu.1
ENSMUST00000235725.1	chr18	+	84838703	84879861	84838703	84838703	6	84838703,84840168,84871504,84873139,84877826,84879502,	84839286,84840214,84871633,84873169,84877861,84879861,		uc294ezh.1
ENSMUST00000163083.1	chr18	+	84851878	84879862	84851943	84879584	5	84851878,84871504,84873139,84877826,84879502,	84852000,84871633,84873169,84877861,84879862,	E0CY88	uc289pvw.1
ENSMUST00000159837.1	chr18	+	84877600	84879864	84877600	84877600	2	84877600,84879502,	84877861,84879864,		uc289pvy.1
ENSMUST00000236742.1	chr18	+	84851413	84879865	84851478	84869502	6	84851413,84869466,84871504,84873139,84877826,84879502,	84851607,84869716,84871633,84873169,84877861,84879865,	A0A494B9D8	uc294gle.1
ENSMUST00000235254.1	chr18	+	84854968	84879866	84854968	84854968	6	84854968,84868975,84871504,84873139,84877826,84879502,	84855366,84869189,84871633,84873169,84877861,84879866,		uc294eht.1
ENSMUST00000160180.8	chr18	+	84851337	84879871	84851478	84879584	5	84851337,84871504,84873139,84877826,84879502,	84851607,84871633,84873169,84877861,84879871,	Q544Z9	uc008fuw.3
ENSMUST00000235629.1	chr18	-	84947287	84948048	84947287	84947287	2	84947287,84947833,	84947745,84948048,		uc294evs.1
ENSMUST00000236812.1	chr18	-	84947286	84948143	84947286	84947286	3	84947286,84947833,84948022,	84947745,84947939,84948143,		uc294gnu.1
ENSMUST00000235745.1	chr18	-	84947537	84950665	84947537	84947537	6	84947537,84947833,84948022,84949193,84949389,84950639,	84947745,84947939,84948096,84949291,84949452,84950665,		uc294fab.1
ENSMUST00000235640.1	chr18	-	84947281	84951505	84947281	84947281	4	84947281,84947833,84948022,84951002,	84947745,84947939,84949452,84951505,		uc294ewd.1
ENSMUST00000235591.1	chr18	-	84948039	84951507	84948039	84948039	3	84948039,84949193,84951002,	84948096,84949452,84951507,		uc294eug.1
ENSMUST00000235548.1	chr18	-	84947279	84951513	84947279	84947279	3	84947279,84949193,84951002,	84947745,84949452,84951513,		uc294esr.1
ENSMUST00000025547.3	chr18	-	84946190	84951524	84947646	84951297	6	84946190,84947833,84948022,84949193,84949389,84951002,	84947745,84947939,84948096,84949291,84949452,84951524,	Q8CCM6	uc008fuy.2
ENSMUST00000237949.1	chr18	-	84947289	84951524	84947289	84947289	4	84947289,84947833,84949389,84951002,	84947745,84949291,84949452,84951524,		uc294iee.1
ENSMUST00000123826.1	chr18	-	88868173	88894216	88869187	88870789	3	88868173,88887212,88894161,	88870918,88887333,88894216,	Q9JLY0	uc008fvh.2
ENSMUST00000070116.11	chr18	-	88865168	88894322	88869187	88870789	3	88865168,88887208,88894161,	88870918,88887333,88894322,	Q9JLY0	uc008fvf.2
ENSMUST00000125362.7	chr18	-	88868494	88894352	88869187	88870789	4	88868494,88886991,88887208,88894161,	88870918,88887065,88887333,88894352,	Q9JLY0	uc008fvg.2
ENSMUST00000154467.7	chr19	+	3851831	3867670	3851831	3851831	2	3851831,3864647,	3852413,3867670,		uc289pyk.1
ENSMUST00000125411.7	chr19	+	3851809	3871913	3851809	3851809	3	3851809,3864647,3871002,	3852413,3864759,3871913,		uc289pyi.1
ENSMUST00000124219.1	chr19	+	3851831	3878614	3851831	3851831	3	3851831,3864647,3875734,	3852413,3864759,3878614,		uc289pyl.1
ENSMUST00000146463.7	chr19	+	3875378	3884538	3875378	3875378	3	3875378,3881997,3884471,	3875788,3882120,3884538,		uc289pyp.1
ENSMUST00000148325.7	chr19	+	3875364	3884585	3875364	3875364	3	3875364,3875734,3884471,	3875471,3875788,3884585,		uc289pyo.1
ENSMUST00000139655.7	chr19	+	3852100	3885864	3852100	3882009	6	3852100,3864647,3875734,3881997,3884471,3885859,	3852413,3864759,3875788,3882120,3884585,3885864,	F7AYX1	uc008fxi.2
ENSMUST00000127544.1	chr19	+	3875404	3886416	3875404	3875404	6	3875404,3875734,3881997,3884471,3885859,3886361,	3875471,3875788,3882120,3884585,3885993,3886416,		uc289pyq.1
ENSMUST00000125640.1	chr19	+	3852362	3887450	3852362	3887450	7	3852362,3864647,3882009,3884471,3885859,3886361,3887388,	3852413,3864759,3882120,3884585,3885993,3886466,3887450,	F6S062	uc289pym.1
ENSMUST00000153343.1	chr19	+	3874663	3889934	3874790	3885914	8	3874663,3875734,3884471,3885859,3886361,3887388,3889022,3889879,	3874798,3875788,3884585,3885993,3886466,3887447,3889110,3889934,	D6RG40	uc289pyn.1
ENSMUST00000125013.1	chr19	+	3891730	3893657	3891730	3891730	3	3891730,3892709,3893347,	3892213,3892791,3893657,		uc289pyr.1
ENSMUST00000025760.12	chr19	+	3852075	3894364	3852075	3893407	12	3852075,3864647,3875734,3884471,3885859,3886361,3887388,3889022,3889879,3892106,3892709,3893347,	3852413,3864759,3875788,3884585,3885993,3886466,3887447,3889110,3889988,3892213,3892791,3894364,	O54804	uc033hig.2
ENSMUST00000128694.7	chr19	+	3851772	3894365	3852075	3871047	13	3851772,3864647,3871002,3875734,3884471,3885859,3886361,3887388,3889022,3889879,3892106,3892709,3893347,	3852413,3864759,3871062,3875788,3884585,3885993,3886466,3887447,3889110,3889988,3892213,3892791,3894365,	Q5J2U5	uc289pyh.1
ENSMUST00000125859.7	chr19	+	3851809	3894367	3851809	3851809	10	3851809,3864647,3884471,3885859,3886361,3887388,3889022,3889879,3892709,3893347,	3852413,3864759,3884585,3885993,3886466,3887447,3889110,3892213,3892791,3894367,		uc289pyj.1
ENSMUST00000072055.12	chr19	+	3851796	3894369	3852075	3893407	11	3851796,3864647,3884471,3885859,3886361,3887388,3889022,3889879,3892106,3892709,3893347,	3852413,3864759,3884585,3885993,3886466,3887447,3889110,3889988,3892213,3892791,3894369,	O54804	uc008fxg.3
ENSMUST00000237011.1	chr19	+	4855252	4856125	4855267	4856125	3	4855252,4855697,4856069,	4855486,4855808,4856125,	A0A494BBJ2	uc294gvf.1
ENSMUST00000237504.1	chr19	+	4855185	4856571	4855267	4856571	3	4855185,4855697,4856511,	4855486,4855796,4856571,	A0A494BB65	uc294hnq.1
ENSMUST00000235464.1	chr19	+	4855759	4856587	4855759	4855759	2	4855759,4856444,	4856308,4856587,		uc294epo.1
ENSMUST00000236406.1	chr19	+	4855708	4856775	4855708	4855708	2	4855708,4856069,	4855796,4856775,		uc294fym.1
ENSMUST00000237755.1	chr19	+	4855161	4857536	4855161	4855161	4	4855161,4855697,4856069,4856511,	4855486,4855796,4856308,4857536,		uc294hwu.1
ENSMUST00000237401.1	chr19	+	4856245	4858688	4856245	4856245	5	4856245,4856511,4857969,4858186,4858415,	4856308,4856587,4858083,4858332,4858688,		uc294hju.1
ENSMUST00000235931.1	chr19	+	4858282	4859849	4858282	4858282	5	4858282,4858415,4858591,4859601,4859757,	4858332,4858512,4859522,4859666,4859849,		uc294fgx.1
ENSMUST00000235354.1	chr19	+	4859896	4860469	4859896	4859896	2	4859896,4860390,	4860308,4860469,		uc294elm.1
ENSMUST00000238118.1	chr19	+	4859380	4860471	4859380	4859380	3	4859380,4860249,4860390,	4859848,4860308,4860471,		uc294ikq.1
ENSMUST00000235264.1	chr19	+	4859292	4860769	4859292	4859292	6	4859292,4859402,4859601,4859757,4860249,4860390,	4859305,4859522,4859666,4859848,4860308,4860769,		uc294eid.1
ENSMUST00000237784.1	chr19	+	4855220	4860911	4855220	4855220	13	4855220,4856069,4856246,4856511,4857969,4858186,4858415,4858591,4859402,4859601,4859757,4860249,4860390,	4855796,4856154,4856308,4856587,4858083,4858332,4858512,4858672,4859522,4859666,4859848,4860308,4860911,		uc294hxx.1
ENSMUST00000119694.2	chr19	+	4855129	4860918	4855267	4860465	14	4855129,4855697,4856069,4856246,4856511,4857969,4858186,4858415,4858591,4859402,4859601,4859757,4860249,4860390,	4855486,4855796,4856154,4856308,4856587,4858083,4858332,4858512,4858672,4859522,4859666,4859848,4860308,4860918,	Q9R013	uc008gbc.2
ENSMUST00000232969.1	chr19	-	5825314	5828012	5825314	5825314	3	5825314,5826200,5827659,	5825571,5826301,5828012,		uc289qih.1
ENSMUST00000174829.1	chr19	-	5843680	5845259	5843680	5843680	4	5843680,5844577,5844924,5845206,	5844434,5844758,5844966,5845259,		uc008gfm.2
ENSMUST00000174287.1	chr19	-	5842306	5845476	5842306	5842306	2	5842306,5844924,	5844758,5845476,		uc008gfk.1
ENSMUST00000173672.1	chr19	-	5824707	5845478	5824707	5824707	1	5824707,	5845478,		uc012bhe.4
ENSMUST00000136833.7	chr19	+	5878627	5880596	5878654	5880596	4	5878627,5879848,5880084,5880439,	5878691,5879892,5880198,5880596,	D3Z2H6	uc289qip.1
ENSMUST00000141362.1	chr19	+	5878655	5884485	5878655	5884367	5	5878655,5879848,5880084,5880439,5884344,	5878691,5879892,5880160,5880625,5884485,	F6ZZX2	uc289qiq.1
ENSMUST00000145200.7	chr19	+	5877807	5884884	5880460	5884884	6	5877807,5879848,5880084,5880439,5884344,5884722,	5878095,5879892,5880156,5880625,5884603,5884884,	D3Z5G2	uc289qio.1
ENSMUST00000025732.13	chr19	+	5877816	5885766	5878654	5884991	6	5877816,5879848,5880084,5880439,5884344,5884722,	5878691,5879892,5880156,5880625,5884603,5885766,	Q8CFJ7	uc008gfs.2
ENSMUST00000125114.7	chr19	+	5877816	5885766	5878654	5884644	5	5877816,5879848,5880084,5880439,5884344,	5878691,5879892,5880156,5880625,5885766,	Q8CFJ7	uc008gfr.2
ENSMUST00000155697.7	chr19	+	5877825	5885766	5878654	5884991	7	5877825,5878606,5879848,5880084,5880439,5884344,5884722,	5878095,5878691,5879892,5880156,5880625,5884603,5885766,	Q8CFJ7	uc008gfq.2
ENSMUST00000235340.1	chr19	+	5877860	5885878	5880460	5884991	5	5877860,5880084,5880439,5884344,5884722,	5878095,5880156,5880625,5884603,5885878,	A0A494BAQ4	uc294ekz.1
ENSMUST00000235557.1	chr19	+	7494094	7509442	7494268	7509442	2	7494094,7509347,	7494347,7509442,	A0A494B9P1	uc294eta.1
ENSMUST00000237998.1	chr19	+	7494194	7509509	7494330	7509509	3	7494194,7494553,7509347,	7494361,7494661,7509509,	A0A494BAW9	uc294igb.1
ENSMUST00000235260.1	chr19	+	7494397	7510174	7494397	7494397	2	7494397,7509347,	7494661,7510174,		uc294ehz.1
ENSMUST00000236308.1	chr19	+	7494052	7519953	7494330	7519750	6	7494052,7509347,7509982,7516877,7518545,7519597,	7494361,7509562,7510126,7516982,7518596,7519953,	A0A494BAU1	uc294fuy.1
ENSMUST00000236382.1	chr19	+	7494534	7534200	7494534	7528311	13	7494534,7509347,7509982,7516877,7518545,7520786,7521109,7522068,7528270,7528941,7529607,7530519,7533949,	7494661,7509562,7510126,7516982,7518596,7520843,7521202,7522207,7528317,7529069,7529664,7532447,7534200,	A0A494BAX8	uc294fxq.1
ENSMUST00000025668.8	chr19	+	7494437	7536600	7494615	7534036	13	7494437,7509347,7509982,7516877,7518545,7520786,7521109,7522068,7528941,7529607,7530519,7532015,7533949,	7494661,7509562,7510126,7516982,7518596,7520843,7521202,7522207,7529069,7529664,7530591,7532447,7536600,	Q91YH5	uc008glg.4
ENSMUST00000170373.8	chr19	+	7494039	7539674	7494330	7534036	13	7494039,7509347,7509982,7516877,7518545,7520786,7521109,7522068,7528941,7529607,7530519,7532015,7533949,	7494361,7509562,7510126,7516982,7518596,7520843,7521202,7522207,7529069,7529664,7530591,7532447,7539674,	E9PYT3	uc012bhw.3
ENSMUST00000206598.1	chr19	-	8707586	8712985	8707722	8711839	8	8707586,8708193,8709004,8709229,8709549,8709714,8711833,8712729,	8708094,8708277,8709145,8709410,8709608,8709783,8711928,8712985,	A0A0U1RPK4	uc289qrf.1
ENSMUST00000205377.1	chr19	-	8709307	8713355	8709307	8713355	6	8709307,8709549,8709714,8711833,8712865,8713341,	8709410,8709608,8709783,8711928,8712903,8713355,	A0A0U1RPQ7	uc289qrg.1
ENSMUST00000205463.1	chr19	-	8709733	8713356	8709733	8713356	3	8709733,8712729,8713341,	8709783,8712903,8713356,	A0A0U1RPL8	uc289qrh.1
ENSMUST00000010239.5	chr19	-	8707616	8713879	8707722	8713747	9	8707616,8708193,8709004,8709229,8709549,8709714,8711833,8712729,8713341,	8708094,8708277,8709145,8709410,8709608,8709783,8711928,8712903,8713879,	P10852	uc012bib.2
ENSMUST00000206560.1	chr19	-	8713408	8714096	8713408	8713747	2	8713408,8713960,	8713752,8714096,	A0A0U1RP32	uc289qrk.1
ENSMUST00000205538.1	chr19	-	8713419	8714183	8713419	8713747	2	8713419,8714114,	8713752,8714183,	A0A0U1RPG5	uc289qrl.1
ENSMUST00000206797.1	chr19	-	8709765	8714433	8709765	8713747	5	8709765,8711833,8712729,8713341,8714317,	8709783,8711928,8712903,8713752,8714433,	A0A0U1RP98	uc289qri.1
ENSMUST00000206895.1	chr19	-	8713155	8723198	8713155	8713155	2	8713155,8722983,	8713752,8723198,		uc289qrj.1
ENSMUST00000170157.7	chr19	-	8706881	8723369	8707722	8723095	10	8706881,8708193,8709004,8709229,8709549,8709714,8711833,8712729,8713341,8722983,	8708094,8708277,8709145,8709410,8709608,8709783,8711928,8712903,8713752,8723369,	P10852	uc008gmi.2
ENSMUST00000206113.1	chr19	+	8724139	8724852	8724139	8724139	3	8724139,8724402,8724671,	8724189,8724483,8724852,		uc289qrp.1
ENSMUST00000205576.1	chr19	+	8724355	8725303	8724355	8724355	2	8724355,8725013,	8724721,8725303,		uc289qru.1
ENSMUST00000205389.1	chr19	+	8724161	8725341	8724161	8724161	4	8724161,8724402,8724671,8725013,	8724189,8724483,8724721,8725341,		uc289qrs.1
ENSMUST00000206926.1	chr19	+	8724402	8725522	8724402	8724402	3	8724402,8725013,8725484,	8724721,8725256,8725522,		uc289qrw.1
ENSMUST00000206961.1	chr19	+	8724392	8725835	8724392	8724392	5	8724392,8724671,8725013,8725221,8725484,	8724483,8724721,8725046,8725256,8725835,		uc289qrv.1
