#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000039380.8	chr14	-	57123302	57133611	57124016	57124802	Q3URC5	uc007ucy.3	Gjb6
ENSMUST00000224292.1	chr14	-	57303591	57398456	57303591	57303591		uc288uuv.1	Cryl1
ENSMUST00000225765.1	chr14	-	57341623	57398496	57341623	57341623		uc288uux.1	Cryl1
ENSMUST00000223986.1	chr14	-	57286412	57398511	57286412	57286412		uc288uuu.1	Cryl1
ENSMUST00000022517.8	chr14	-	57274992	57398529	57275448	57398448	Q99KP3	uc007ucz.2	Cryl1
ENSMUST00000225504.1	chr14	-	57550498	57569929	57550498	57550498		uc288uvg.1	Eef1akmt1
ENSMUST00000022518.7	chr14	-	57549597	57571569	57549742	57571553	A0A0D2X7Z2	uc007udd.3	Eef1akmt1
ENSMUST00000239099.1	chr14	-	57549596	57571612	57549742	57566065	Q9CY45	uc294jts.1	Eef1akmt1
ENSMUST00000225043.1	chr14	+	60784624	60799117	60784687	60798265	A0A286YCX4	uc288uzq.1	Mipep
ENSMUST00000223709.1	chr14	+	60784637	60864738	60784637	60784637		uc288uzr.1	Mipep
ENSMUST00000063562.8	chr14	+	60784572	60904229	60784687	60903465	A6H611	uc288uzn.1	Mipep
ENSMUST00000224635.1	chr14	+	60784584	60905360	60784687	60903465	A6H611	uc288uzp.1	Mipep
ENSMUST00000225506.1	chr14	+	60784581	60905478	60784687	60903427	A0A286YDC5	uc288uzo.1	Mipep
ENSMUST00000225501.1	chr14	-	60966350	60975885	60966350	60966350		uc288uzs.1	Tnfrsf19
ENSMUST00000225730.1	chr14	-	60974521	61037891	60974554	61024812	Q9JLL3	uc007ufl.3	Tnfrsf19
ENSMUST00000111236.3	chr14	-	60963874	61037950	60966456	61024812	Q9JLL3	uc007ufi.3	Tnfrsf19
ENSMUST00000111234.9	chr14	-	60964035	61046469	60966456	61024812	Q9JLL3	uc007ufj.3	Tnfrsf19
ENSMUST00000224371.1	chr14	-	60974360	61046490	60974554	61024812	Q9JLL3	uc007ufm.3	Tnfrsf19
ENSMUST00000166879.7	chr14	+	62292588	62353558	62348546	62353558	E9PYC5	uc288vbm.1	Rnaseh2b
ENSMUST00000156608.1	chr14	+	62347298	62355327	62347298	62347298		uc288vbo.1	Rnaseh2b
ENSMUST00000169728.1	chr14	+	62332124	62364100	62332124	62348569	F6WF94	uc288vbn.1	Rnaseh2b
ENSMUST00000022499.12	chr14	+	62332067	62372992	62332115	62372473	Q80ZV0	uc007ugl.2	Rnaseh2b
ENSMUST00000238526.1	chr14	-	63145149	63164925	63146749	63164860		uc294iyv.1	Fdft1
ENSMUST00000224267.2	chr14	-	63159273	63164925	63159273	63159273		uc288vcv.2	Fdft1
ENSMUST00000054963.9	chr14	-	63145152	63177793	63146749	63177781	P53798	uc288vct.1	Fdft1
ENSMUST00000223810.1	chr14	-	63156590	63177797	63159332	63177781	A0A286YD20	uc288vcu.1	Fdft1
ENSMUST00000224625.1	chr14	-	63145149	63179578	63146749	63177781	P53798	uc007uhj.4	Fdft1
ENSMUST00000225449.1	chr14	-	63519650	63528159	63520698	63528159	A0A286YE22	uc288vdn.1	Mtmr9
ENSMUST00000058679.6	chr14	-	63523476	63543982	63524065	63543639	Q9Z2D0	uc007uht.2	Mtmr9
ENSMUST00000079652.6	chr14	+	63943672	63950732	63943755	63948659	Q3U1W5	uc007uhy.2	Sox7
ENSMUST00000184039.1	chr14	-	69419393	69426477	69419393	69419393		uc288vjy.1	Gm16867
ENSMUST00000184816.7	chr14	-	69363913	69503226	69373094	69503191	Q920G8	uc288vju.1	Gm16867
ENSMUST00000180059.2	chr14	-	69488948	69503232	69488948	69503191	J3QPY4	uc288vjz.1	Gm16867
ENSMUST00000183695.7	chr14	-	69365101	69503236	69373094	69503191	Q920G8	uc288vjv.1	Gm16867
ENSMUST00000183917.7	chr14	-	69363503	69503320	69373094	69503191	V9GXC4	uc288vjt.1	Gm16867
ENSMUST00000183840.7	chr14	-	69373825	69503362	69387382	69503191	Q920G8	uc288vjw.1	Gm16867
ENSMUST00000179116.2	chr14	-	69462308	69503362	69464975	69503191	Q920G8	uc029sll.1	Gm16867
ENSMUST00000183339.7	chr14	-	69582163	69640274	69582163	69582163		uc288vki.1	Gm27177
ENSMUST00000184034.7	chr14	-	69583351	69640274	69583351	69583351		uc288vkj.1	Gm27177
ENSMUST00000184792.7	chr14	-	69592075	69640274	69592075	69592075		uc288vkk.1	Gm27177
ENSMUST00000184491.1	chr14	-	69637668	69644752	69637668	69637668		uc288vkm.1	Gm27177
ENSMUST00000183514.1	chr14	-	69680583	69683286	69680583	69680583		uc288vkn.1	Gm27177
ENSMUST00000224535.1	chr14	-	69789772	69800822	69789772	69789772		uc288vkz.1	Rhobtb2
ENSMUST00000225088.1	chr14	-	69795578	69805225	69795578	69795578		uc288vlb.1	Rhobtb2
ENSMUST00000223603.1	chr14	-	69790392	69805526	69790392	69790392		uc288vla.1	Rhobtb2
ENSMUST00000022665.3	chr14	-	69784989	69805636	69787514	69800809	Q91V93	uc011znx.2	Rhobtb2
ENSMUST00000228768.1	chr14	+	70578091	70580281	70578923	70579929	A0A2I3BQN8	uc288vnk.1	Nudt18
ENSMUST00000089049.3	chr14	+	70577636	70582571	70577948	70579929	Q3U2V3	uc007uok.2	Nudt18
ENSMUST00000228554.1	chr14	+	70577846	70582688	70577948	70579447	A0A2I3BQ34	uc011zob.4	Nudt18
ENSMUST00000165334.1	chr14	+	73143016	73154791	73143016	73143016		uc288vpk.1	Rcbtb2
ENSMUST00000165646.7	chr14	+	73143109	73155165	73143109	73143109		uc288vpm.1	Rcbtb2
ENSMUST00000163546.7	chr14	+	73142706	73155211	73142706	73142706		uc288vpg.1	Rcbtb2
ENSMUST00000163650.7	chr14	+	73138767	73155212	73138767	73138767		uc288vpc.1	Rcbtb2
ENSMUST00000167021.7	chr14	+	73143399	73161969	73154852	73161969	E9Q213	uc288vpq.1	Rcbtb2
ENSMUST00000163339.7	chr14	+	73123036	73161986	73161969	73161986		uc288vpb.1	Rcbtb2
ENSMUST00000171070.7	chr14	+	73138767	73162337	73154852	73162337	E9PY30	uc288vpd.1	Rcbtb2
ENSMUST00000170368.7	chr14	+	73142722	73162388	73154852	73162388	E9PZR2	uc288vph.1	Rcbtb2
ENSMUST00000171163.1	chr14	+	73143008	73164084	73143008	73143008		uc288vpj.1	Rcbtb2
ENSMUST00000170370.7	chr14	+	73142535	73164719	73154852	73164719	E9QAL7	uc288vpe.1	Rcbtb2
ENSMUST00000163533.7	chr14	+	73142991	73164783	73154852	73164783	E9QA48	uc288vpi.1	Rcbtb2
ENSMUST00000165567.7	chr14	+	73143156	73164850	73154852	73164850	E9Q7J4	uc288vpo.1	Rcbtb2
ENSMUST00000165429.7	chr14	+	73142557	73166507	73161969	73166507	E9Q3W8	uc288vpf.1	Rcbtb2
ENSMUST00000165727.7	chr14	+	73143109	73166840	73162441	73166840	E9QA84	uc288vpn.1	Rcbtb2
ENSMUST00000166875.1	chr14	+	73173883	73182518	73173883	73182518	F6QHR6	uc288vpv.1	Rcbtb2
ENSMUST00000164298.7	chr14	+	73161939	73182599	73161939	73173860	F6ZTZ2	uc288vps.1	Rcbtb2
ENSMUST00000163797.1	chr14	+	73161939	73182602	73161939	73173860	F6X7I4	uc288vpt.1	Rcbtb2
ENSMUST00000110952.9	chr14	+	73143592	73182682	73154852	73182599	Q99LJ7	uc029slv.3	Rcbtb2
ENSMUST00000170278.1	chr14	+	73174450	73182682	73174450	73174450		uc288vpw.1	Rcbtb2
ENSMUST00000167401.7	chr14	+	73143075	73183162	73154852	73182825	E9Q5U1	uc288vpl.1	Rcbtb2
ENSMUST00000022702.12	chr14	+	73143161	73183693	73154852	73182599	Q99LJ7	uc288vpp.1	Rcbtb2
ENSMUST00000170677.7	chr14	+	73143061	73184047	73161969	73182599	Q99LJ7	uc011zoj.3	Rcbtb2
ENSMUST00000169479.7	chr14	+	73151484	73184047	73154852	73182599	Q99LJ7	uc288vpr.1	Rcbtb2
ENSMUST00000164822.7	chr14	+	73142536	73184218	73154852	73182599	Q99LJ7	uc007upk.4	Rcbtb2
ENSMUST00000169513.7	chr14	+	73143098	73184218	73161969	73182599	Q99LJ7	uc007upm.4	Rcbtb2
ENSMUST00000171767.7	chr14	+	73142862	73207843	73154852	73207230	E9Q3B1	uc007upn.3	Rcbtb2
ENSMUST00000226903.1	chr14	-	73521060	73525211	73521060	73521060		uc288vqk.1	Nudt15
ENSMUST00000043813.2	chr14	-	73518876	73548242	73521513	73525214	Q8BG93	uc007upv.2	Nudt15
ENSMUST00000227249.1	chr14	-	77826214	77840209	77826214	77826214		uc288vuv.1	Dnajc15
ENSMUST00000226459.1	chr14	-	77820680	77874926	77826396	77874899	Q78YY6	uc007usc.2	Dnajc15
ENSMUST00000022590.4	chr14	-	77826346	77875125	77852938	77874899	A0A2K6EDK0	uc288vuw.1	Dnajc15
ENSMUST00000194214.1	chr14	-	79769031	79771204	79769031	79769031		uc288vwy.1	Pcdh8
ENSMUST00000039568.10	chr14	-	79766774	79771312	79767370	79771121	Q7TSK3	uc007uti.4	Pcdh8
ENSMUST00000195355.1	chr14	-	79766779	79771312	79767370	79771121	Q7TSK3	uc007utj.4	Pcdh8
ENSMUST00000195034.1	chr14	-	79766783	79771312	79766783	79766783		uc029smd.2	Pcdh8
ENSMUST00000228756.1	chr14	-	99077215	99078683	99077215	99077215		uc288wdj.1	Dis3
ENSMUST00000228449.1	chr14	-	99084675	99098930	99084675	99084675		uc288wdl.1	Dis3
ENSMUST00000227001.1	chr14	-	99097686	99099340	99097686	99097686		uc288wdm.1	Dis3
ENSMUST00000228643.1	chr14	-	99077269	99099740	99084123	99099673	A0A2I3BR78	uc288wdk.1	Dis3
ENSMUST00000227022.1	chr14	-	99076633	99099764	99098785	99099673	A0A2I3BR88	uc288wdi.1	Dis3
ENSMUST00000042471.10	chr14	-	99075205	99099770	99077381	99099673	Q9CSH3	uc007uuw.2	Dis3
ENSMUST00000227824.1	chr14	-	103814727	103843695	103817065	103843476	P48302	uc007uwy.3	Ednrb
ENSMUST00000172237.1	chr14	-	103814625	103843696	103817065	103843476	P48302	uc007uww.4	Ednrb
ENSMUST00000022718.10	chr14	-	103814624	103844402	103817065	103843476	P48302	uc007uwx.4	Ednrb
ENSMUST00000228210.1	chr14	-	104506282	104522622	104510370	104522612	A0A2I3BPV5	uc288whp.1	Rnf219
ENSMUST00000022716.3	chr14	-	104477535	104522632	104478766	104522612	G3X8V5	uc007uxc.2	Rnf219
ENSMUST00000228448.1	chr14	-	104502617	104522633	104503007	104522612	Q8K2Y0	uc007uxe.2	Rnf219
ENSMUST00000227640.1	chr14	-	104502385	104522645	104503276	104522612	A0A2I3BRT6	uc007uxd.2	Rnf219
ENSMUST00000022728.3	chr14	+	118137157	118163261	118137192	118162747	Q8BPS4	uc007uyq.3	Gpr180
ENSMUST00000226136.1	chr14	+	122258040	122402227	122258040	122258040		uc288wpa.1	Clybl
ENSMUST00000026625.6	chr14	+	122181703	122402234	122181725	122402042	Q8R4N0	uc007vax.3	Clybl
ENSMUST00000110690.8	chr15	+	4026382	4155344	4026771	4153769	Q9D0K2	uc007vck.3	Oxct1
ENSMUST00000138927.1	chr15	+	4026683	4153963	4026771	4153769	Q3UJQ9	uc011zqu.2	Oxct1
ENSMUST00000131240.1	chr15	+	4047258	4092493	4047258	4047258		uc288wsm.1	Oxct1
ENSMUST00000124591.7	chr15	+	4142522	4153980	4142522	4142522		uc288wsn.1	Oxct1
ENSMUST00000133130.1	chr15	+	4142811	4153959	4142811	4142811		uc288wso.1	Oxct1
ENSMUST00000146631.1	chr15	+	6653922	6654741	6653922	6653922		uc288wuv.1	Gm7666
ENSMUST00000058593.9	chr15	-	7206119	7398304	7207647	7398084	Q4VBE4	uc007vea.3	Egflam
ENSMUST00000096494.4	chr15	-	7206577	7398351	7207647	7398084	Q4VBE4	uc007vec.3	Egflam
ENSMUST00000160207.7	chr15	-	7206582	7398395	7318328	7398084	E0CXM4	uc288wvh.1	Egflam
ENSMUST00000160314.1	chr15	-	7212190	7223069	7212190	7212190		uc288wvi.1	Egflam
ENSMUST00000160273.7	chr15	-	7233325	7398269	7233325	7233325		uc288wvj.1	Egflam
ENSMUST00000162105.1	chr15	-	7253510	7254768	7253510	7253510		uc288wvk.1	Egflam
ENSMUST00000159726.1	chr15	-	7305069	7398261	7305069	7305069		uc288wvl.1	Egflam
ENSMUST00000022744.4	chr15	+	7810845	7837575	7811053	7834832	P48540	uc007vee.3	Gdnf
ENSMUST00000163765.2	chr15	+	8109272	8161247	8109445	8157764	Q99P88	uc007vej.3	Nup155
ENSMUST00000230017.1	chr15	+	8109335	8157036	8109445	8156796	A0A2R8VHH1	uc007vei.2	Nup155
ENSMUST00000229466.1	chr15	+	8130097	8134934	8130097	8130097		uc288wvv.1	Nup155
ENSMUST00000230337.1	chr15	+	8143045	8147572	8143045	8143045		uc288wvw.1	Nup155
ENSMUST00000229039.1	chr15	+	8143123	8144572	8143123	8143123		uc288wvx.1	Nup155
ENSMUST00000230925.1	chr15	+	8151082	8158824	8151082	8151082		uc288wvy.1	Nup155
ENSMUST00000230647.1	chr15	+	8153341	8156071	8153341	8153341		uc288wvz.1	Nup155
ENSMUST00000005493.13	chr15	-	8634123	8710764	8636131	8708742	Q543U3	uc007vey.3	Slc1a3
ENSMUST00000125997.1	chr15	-	8634725	8651506	8634725	8634725		uc288wwl.1	Slc1a3
ENSMUST00000128879.1	chr15	-	8642255	8643247	8642255	8642255		uc288wwm.1	Slc1a3
ENSMUST00000153455.7	chr15	-	8680520	8710416	8680520	8680520		uc288wwo.1	Slc1a3
ENSMUST00000157065.1	chr15	-	8686015	8710409	8687741	8708742	D3YY51	uc007vez.3	Slc1a3
ENSMUST00000129325.1	chr15	-	8687897	8710496	8687897	8687897		uc288wwp.1	Slc1a3
ENSMUST00000133309.1	chr15	-	8707609	8710481	8707609	8707609		uc288wwq.1	Slc1a3
ENSMUST00000126747.1	chr15	-	8708742	8709588	8708742	8708742		uc288wwr.1	Slc1a3
ENSMUST00000096482.9	chr15	-	9111984	9140365	9113653	9140191	Q9Z0Z3	uc007vff.3	Skp2
ENSMUST00000110585.8	chr15	-	9111984	9140439	9116856	9140191	Q9Z0Z3	uc029snr.4	Skp2
ENSMUST00000190131.1	chr15	-	9113301	9155424	9113653	9139606	A0A087WQ11	uc007vfh.3	Skp2
ENSMUST00000191316.1	chr15	-	9127047	9140352	9127047	9127047		uc288wxk.1	Skp2
ENSMUST00000190406.1	chr15	-	9152276	9155425	9152276	9152276		uc288wxl.1	Skp2
ENSMUST00000090339.10	chr15	-	10568968	10713540	10570696	10690406	Q9EP71	uc007vgl.2	Rai14
ENSMUST00000227506.1	chr15	-	10568968	10714098	10570696	10690406	A0A2I3BPY7	uc007vgm.2	Rai14
ENSMUST00000169385.2	chr15	-	10568968	10714567	10570696	10690406	Q9EP71	uc007vgn.3	Rai14
ENSMUST00000226737.1	chr15	-	10592132	10600087	10592132	10592132		uc288wza.1	Rai14
ENSMUST00000226530.1	chr15	-	10593986	10714624	10593986	10593986		uc288wzb.1	Rai14
ENSMUST00000227464.1	chr15	-	10632973	10713564	10632973	10632973		uc288wzd.1	Rai14
ENSMUST00000227366.1	chr15	-	10689290	10714558	10689290	10689290		uc288wze.1	Rai14
ENSMUST00000228814.1	chr15	-	11382300	11399601	11393242	11399539	A0A2I3BPK8	uc288wzn.1	Tars
ENSMUST00000022849.6	chr15	-	11382300	11399665	11384010	11399539	Q9D0R2	uc007vhc.2	Tars
ENSMUST00000226944.1	chr15	-	11384004	11388010	11384004	11384004		uc288wzo.1	Tars
ENSMUST00000228710.1	chr15	-	11384066	11387345	11384066	11384066		uc288wzp.1	Tars
ENSMUST00000228207.1	chr15	-	11388922	11390407	11388922	11388922		uc288wzq.1	Tars
ENSMUST00000226597.1	chr15	-	11389634	11391998	11389634	11389634		uc288wzr.1	Tars
ENSMUST00000226904.1	chr15	-	11391211	11392270	11391211	11391211		uc288wzs.1	Tars
ENSMUST00000066529.4	chr15	-	11839895	11905639	11845176	11905639	P70180	uc007vhf.3	Npr3
ENSMUST00000226139.1	chr15	-	11842259	11890988	11842259	11842259		uc288wzx.1	Npr3
ENSMUST00000228603.1	chr15	-	11844382	11905674	11845176	11905639	Q7TMG7	uc007vhe.3	Npr3
ENSMUST00000228489.1	chr15	-	11844382	11907287	11845176	11895796	A0A2I3BPR9	uc007vhg.3	Npr3
ENSMUST00000226878.1	chr15	-	11902884	11907201	11902884	11902884		uc288wzy.1	Npr3
ENSMUST00000057256.4	chr15	-	12808176	12824649	12810711	12824547	Q8BGC1	uc007vhw.3	6030458C11Rik
ENSMUST00000228177.1	chr15	-	12808645	12824611	12810711	12824547	Q8BGC1	uc007vhx.3	6030458C11Rik
ENSMUST00000227299.1	chr15	-	12808771	12824630	12810711	12821528	A0A2I3BRJ4	uc007vhy.3	6030458C11Rik
ENSMUST00000227821.1	chr15	-	12813159	12817900	12813159	12813159		uc288xbq.1	6030458C11Rik
ENSMUST00000228888.1	chr15	-	12819903	12824641	12819903	12819903		uc288xbr.1	6030458C11Rik
ENSMUST00000058845.8	chr15	-	25363276	25413764	25364228	25364909	Q91XV3	uc007vix.2	Basp1
ENSMUST00000228597.1	chr15	-	25364856	25413698	25364856	25364909	A0A2I3BRZ4	uc288xft.1	Basp1
ENSMUST00000059204.10	chr15	-	26540458	26895580	26543083	26895049	Q5BJ29	uc007vjn.2	Fbxl7
ENSMUST00000226377.1	chr15	-	26787618	26895518	26787618	26787618		uc288xhd.1	Fbxl7
ENSMUST00000042702.6	chr15	+	31602117	31617535	31602136	31617134	Q9D1Z3	uc007vkk.2	Atpsckmt
ENSMUST00000161061.2	chr15	+	31602117	31618609	31606131	31617134	E0CXY7	uc007vkl.2	Atpsckmt
ENSMUST00000060894.8	chr15	+	34453304	34473892	34453646	34472940	Q8K0S2	uc007vls.3	Erich5
ENSMUST00000013755.11	chr15	-	36504061	36555573	36505380	36555513	Q6P8Y7	uc007vmv.2	Snx31
ENSMUST00000161202.7	chr15	-	36504411	36555568	36505380	36555513	Q6P8Y7	uc007vmw.3	Snx31
ENSMUST00000162888.1	chr15	-	36537507	36545687	36537507	36537507		uc288xpd.1	Snx31
ENSMUST00000160936.2	chr15	-	36537507	36546145	36537507	36537507		uc288xpe.1	Snx31
ENSMUST00000022894.13	chr15	-	36770769	36794538	36772717	36790977	P63101	uc007vmz.4	Ywhaz
ENSMUST00000110361.7	chr15	-	36771568	36794531	36772717	36790977	P63101	uc007vna.4	Ywhaz
ENSMUST00000110362.3	chr15	-	36771703	36793837	36772717	36790977	P63101	uc288xpt.1	Ywhaz
ENSMUST00000154879.1	chr15	-	36775044	36793519	36775044	36775044		uc288xpu.1	Ywhaz
ENSMUST00000226851.1	chr15	-	36775499	36796929	36775499	36790977	A0A2I3BQ03	uc288xpv.1	Ywhaz
ENSMUST00000126184.1	chr15	-	36790711	36792414	36790711	36790977	D3YXN6	uc288xpw.1	Ywhaz
ENSMUST00000151635.1	chr15	-	36790843	36793210	36790843	36790977	D3YXF4	uc288xpx.1	Ywhaz
ENSMUST00000110359.1	chr15	-	36790898	36794547	36790898	36790977	D3YW45	uc288xpy.1	Ywhaz
ENSMUST00000227067.1	chr15	-	36793538	36796929	36793538	36793538		uc288xpz.1	Ywhaz
ENSMUST00000078976.8	chr15	-	36997026	37007402	37001850	37003820	Q9D115	uc007vnb.1	Zfp706
ENSMUST00000226257.1	chr15	-	37000627	37002035	37000627	37000627		uc288xqf.1	Zfp706
ENSMUST00000226453.1	chr15	-	37000798	37007015	37001850	37003820	Q9D115	uc288xqg.1	Zfp706
ENSMUST00000226671.1	chr15	-	37000813	37007773	37001850	37003820	Q9D115	uc288xqh.1	Zfp706
ENSMUST00000228275.1	chr15	-	37001838	37004058	37001850	37003820	Q9D115	uc288xqi.1	Zfp706
ENSMUST00000179165.8	chr15	+	39006033	39038188	39007386	39036554	Q61089	uc007vnz.4	Fzd6
ENSMUST00000227606.1	chr15	+	39006279	39007718	39006279	39006279		uc288xty.1	Fzd6
ENSMUST00000228491.1	chr15	+	39006279	39011191	39007386	39009722	A0A2I3BQF8	uc288xtz.1	Fzd6
ENSMUST00000022906.7	chr15	+	39006332	39038186	39007386	39036554	Q61089	uc007vny.4	Fzd6
ENSMUST00000228922.1	chr15	+	39007386	39011194	39007386	39009738	A0A2I3BR53	uc288xua.1	Fzd6
ENSMUST00000022909.9	chr15	+	39112864	39146856	39112981	39146760	Q6PAC3	uc007voc.4	Dcaf13
ENSMUST00000228436.1	chr15	+	39125437	39128826	39125437	39125437		uc288xuj.1	Dcaf13
ENSMUST00000226224.1	chr15	+	39132252	39146853	39132252	39132252		uc288xuk.1	Dcaf13
ENSMUST00000227219.1	chr15	+	39144958	39146856	39144958	39144958		uc288xul.1	Dcaf13
ENSMUST00000022916.12	chr15	-	39870588	39943788	39872014	39943682	Q8BUJ9	uc007vom.2	Lrp12
ENSMUST00000110305.2	chr15	-	39870602	39943994	39872014	39943682	Q8BUJ9	uc007von.2	Lrp12
ENSMUST00000228575.1	chr15	-	39878383	39943690	39880269	39943682	A0A2I3BQR2	uc288xva.1	Lrp12
ENSMUST00000146714.1	chr15	-	39904265	39943706	39904265	39904265		uc288xvb.1	Lrp12
ENSMUST00000090096.10	chr15	+	41447481	41861045	41797517	41859293	Q4KMM3	uc288xvs.1	Oxr1
ENSMUST00000110297.9	chr15	+	41447481	41861048	41535704	41859293	Q4KMM3	uc007vot.3	Oxr1
ENSMUST00000179393.7	chr15	+	41449026	41861045	41797517	41859293	Q4KMM3	uc007vou.2	Oxr1
ENSMUST00000230203.1	chr15	+	41449026	41861047	41535704	41859293	Q4KMM3	uc288xvt.1	Oxr1
ENSMUST00000229769.1	chr15	+	41710603	41820380	41710859	41820380	A0A2R8VI09	uc288xvu.1	Oxr1
ENSMUST00000229511.1	chr15	+	41751697	41820233	41820100	41820233	A0A2R8W6J0	uc288xvv.1	Oxr1
ENSMUST00000229836.1	chr15	+	41751700	41801690	41751740	41801690	A0A2R8VKF8	uc288xvw.1	Oxr1
ENSMUST00000170127.8	chr15	+	41788940	41861047	41789033	41859293	E9Q0A7	uc007vox.4	Oxr1
ENSMUST00000230778.1	chr15	+	41789380	41827029	41797517	41826106	A0A2R8W6N3	uc007voy.2	Oxr1
ENSMUST00000022918.14	chr15	+	41789514	41861047	41797517	41859293	Q4KMM3	uc007voz.3	Oxr1
ENSMUST00000090095.12	chr15	+	41789514	41861047	41797517	41859293	Q4KMM3	uc007vpa.3	Oxr1
ENSMUST00000166917.2	chr15	+	41830931	41859308	41831063	41859293	B1H3M0	uc011zso.3	Oxr1
ENSMUST00000230127.1	chr15	+	41830956	41851498	41831079	41851498	A0A2R8VHF5	uc288xvx.1	Oxr1
ENSMUST00000230131.1	chr15	+	41830957	41854994	41831063	41854994	A0A2R8VHT3	uc288xvy.1	Oxr1
ENSMUST00000231215.1	chr15	+	41830992	41851416	41831063	41850523	A0A2R8VHS5	uc288xvz.1	Oxr1
ENSMUST00000230126.1	chr15	+	41850223	41854994	41850223	41850223		uc288xwa.1	Oxr1
ENSMUST00000227843.1	chr15	-	44373162	44427873	44376393	44427776	Q6PIP5	uc007vpq.3	Nudcd1
ENSMUST00000038719.7	chr15	-	44376070	44428307	44376393	44427776	A0A2K6EDK3	uc007vpr.3	Nudcd1
ENSMUST00000226606.1	chr15	-	44376367	44427785	44388577	44427776	A0A2I3BQP7	uc288xxe.1	Nudcd1
ENSMUST00000227645.1	chr15	-	44386981	44427888	44386981	44386981		uc288xxf.1	Nudcd1
ENSMUST00000227789.1	chr15	-	44412428	44427859	44412428	44412428		uc288xxg.1	Nudcd1
ENSMUST00000228319.1	chr15	-	44418857	44427808	44418857	44418857		uc288xxh.1	Nudcd1
ENSMUST00000226660.1	chr15	-	44425623	44427854	44425623	44425623		uc288xxi.1	Nudcd1
ENSMUST00000078673.13	chr15	-	53453809	53902530	53462193	53902381	Q0VE29	uc007vri.2	Samd12
ENSMUST00000154119.7	chr15	-	53461620	53902537	53461620	53461620		uc007vrj.2	Samd12
ENSMUST00000132059.1	chr15	-	53462193	53902381	53658475	53902381	D6RCW1	uc288yap.1	Samd12
ENSMUST00000132362.1	chr15	-	53818793	53902537	53818793	53818793		uc288yas.1	Samd12
ENSMUST00000025356.3	chr15	+	54571191	54602847	54571508	54600742	Q8BI08	uc007vrm.3	Mal2
ENSMUST00000050027.8	chr15	+	54745701	54754039	54745971	54752505	Q64299	uc007vrn.3	Ccn3
ENSMUST00000041733.8	chr15	-	55015130	55072152	55016341	55071929	B9EJX5	uc007vrt.2	Taf2
ENSMUST00000228345.1	chr15	-	55015501	55022839	55015501	55015501		uc288ybj.1	Taf2
ENSMUST00000228896.1	chr15	-	55016400	55022782	55016400	55016400		uc288ybk.1	Taf2
ENSMUST00000228360.1	chr15	-	55039874	55046166	55039874	55039874		uc007vru.2	Taf2
ENSMUST00000226864.1	chr15	-	55045119	55071899	55045119	55045119		uc007vrv.2	Taf2
ENSMUST00000227254.1	chr15	-	55049165	55052421	55049165	55049165		uc288ybl.1	Taf2
ENSMUST00000023059.12	chr15	-	55076098	55090491	55076156	55090425	Q14AI0	uc007vrw.2	Dscc1
ENSMUST00000110231.1	chr15	-	55076101	55090480	55076156	55090425	D3YVY9	uc011zsy.2	Dscc1
ENSMUST00000143523.1	chr15	-	55083718	55087757	55083718	55083718		uc288ybm.1	Dscc1
ENSMUST00000164542.7	chr15	-	55534093	55557349	55543358	55557284	G5E909	uc007vsg.2	Mrpl13
ENSMUST00000172387.7	chr15	-	55534093	55557748	55534315	55557284	Q9D1P0	uc007vsf.2	Mrpl13
ENSMUST00000165356.1	chr15	-	55538635	55548164	55539025	55548164	F7CXG9	uc288yca.1	Mrpl13
ENSMUST00000107207.2	chr15	-	55542870	55557283	55542870	55542870		uc288ycb.1	Mrpl13
ENSMUST00000170135.1	chr15	-	55549453	55557275	55549453	55549453		uc288ycc.1	Mrpl13
ENSMUST00000022998.13	chr15	+	55557407	55626423	55557619	55626176	Q8BJS8	uc007vsi.1	Mtbp
ENSMUST00000170046.7	chr15	+	55557594	55610813	55557619	55609531	Q8BJS8	uc011zsz.2	Mtbp
ENSMUST00000169517.1	chr15	+	55557734	55569077	55557734	55562944	F6ZKA0	uc288ycd.1	Mtbp
ENSMUST00000169667.1	chr15	+	55576779	55626422	55577537	55626176	Q8BJS8	uc007vsj.2	Mtbp
ENSMUST00000171146.1	chr15	+	55617586	55619938	55617586	55617586		uc288yce.1	Mtbp
ENSMUST00000166449.1	chr15	+	55621451	55626421	55621451	55621451		uc288ycf.1	Mtbp
ENSMUST00000022992.12	chr15	+	57912198	57970061	57912314	57969857	Q6NXY1	uc007vsv.2	Tbc1d31
ENSMUST00000110175.8	chr15	+	57912233	57959402	57912233	57912233		uc288ydd.1	Tbc1d31
ENSMUST00000159775.7	chr15	+	57912238	57919948	57912314	57913927	E0CYF4	uc288yde.1	Tbc1d31
ENSMUST00000159801.7	chr15	+	57913004	57959482	57913004	57913004		uc007vsw.2	Tbc1d31
ENSMUST00000160098.7	chr15	+	57913854	57953904	57913854	57913854		uc288ydf.1	Tbc1d31
ENSMUST00000162157.1	chr15	+	57916012	57955217	57916012	57916012		uc288ydg.1	Tbc1d31
ENSMUST00000161329.1	chr15	+	57958412	57970067	57958412	57969857	F6T4B0	uc288ydh.1	Tbc1d31
