#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000223525.1	chr13	+	73938637	73951569	73938637	73951569	A0A1Y7VJ63	uc288oms.1	Brd9
ENSMUST00000223238.1	chr13	+	73940715	73947766	73940715	73940991	A0A1Y7VNT5	uc288omt.1	Brd9
ENSMUST00000223446.1	chr13	+	73943895	73960889	73943895	73943895		uc007rem.3	Brd9
ENSMUST00000220968.1	chr13	+	73945559	73950134	73945559	73945559		uc288omu.1	Brd9
ENSMUST00000221324.1	chr13	+	73951186	73960571	73951186	73951186		uc288omv.1	Brd9
ENSMUST00000022059.13	chr13	-	74211117	74292331	74213656	74283101	A0A0R4J020	uc007rev.2	Ahrr
ENSMUST00000109640.7	chr13	-	74213236	74292297	74213656	74229938	A0A0R4J1D3	uc007rew.3	Ahrr
ENSMUST00000148438.7	chr13	-	74216066	74257545	74216066	74216066		uc288onp.1	Ahrr
ENSMUST00000222649.1	chr13	-	74222971	74265465	74222971	74222971		uc288onq.1	Ahrr
ENSMUST00000137538.7	chr13	-	74223028	74260672	74223028	74223028		uc288onr.1	Ahrr
ENSMUST00000123058.1	chr13	-	74224819	74261428	74224819	74224819		uc288ons.1	Ahrr
ENSMUST00000222032.1	chr13	-	74224859	74265465	74224859	74224859		uc288ont.1	Ahrr
ENSMUST00000001583.7	chr13	+	75706756	75772364	75707650	75770796	Q3UKU1	uc007rfu.3	Ell2
ENSMUST00000220572.1	chr13	+	75707584	75761942	75707650	75756352	A0A1Y7VKD2	uc288oqn.1	Ell2
ENSMUST00000222194.1	chr13	+	75707589	75771537	75707650	75771500	A0A1Y7VNQ8	uc288oqo.1	Ell2
ENSMUST00000221432.1	chr13	+	75707710	75746667	75707710	75707710		uc288oqp.1	Ell2
ENSMUST00000223535.1	chr13	+	75707710	75756444	75707710	75756444	A0A1Y7VIP4	uc288oqq.1	Ell2
ENSMUST00000222853.1	chr13	+	75707710	75762192	75750003	75762192	A0A1Y7VLE0	uc288oqr.1	Ell2
ENSMUST00000222892.1	chr13	+	75746350	75762204	75746350	75762204	A0A1Y7VMV7	uc288oqt.1	Ell2
ENSMUST00000222564.1	chr13	+	75755235	75770580	75755235	75755235		uc288oqu.1	Ell2
ENSMUST00000221979.1	chr13	+	75761982	75770695	75761982	75761982		uc056yuh.2	Ell2
ENSMUST00000022082.7	chr13	+	75839867	75850151	75839968	75847286	Q9QUH0	uc007rfx.3	Glrx
ENSMUST00000223120.1	chr13	+	75839900	75850154	75839968	75847286	Q9QUH0	uc288oqx.1	Glrx
ENSMUST00000220523.1	chr13	+	75839909	75849451	75839968	75849272	A0A1Y7VM65	uc288oqy.1	Glrx
ENSMUST00000222530.1	chr13	+	75840075	75844303	75840075	75840075		uc056yui.1	Glrx
ENSMUST00000091466.3	chr13	+	76098733	76187983	76108193	76187674	F8VPK0	uc007rgk.1	Ttc37
ENSMUST00000224386.1	chr13	+	76098733	76190316	76108193	76187674	F8VPK0	uc007rgl.2	Ttc37
ENSMUST00000224790.1	chr13	+	76113568	76127596	76113568	76127596	A0A286YCU6	uc288orm.1	Ttc37
ENSMUST00000223635.1	chr13	+	76124635	76128749	76124635	76124635		uc288orn.1	Ttc37
ENSMUST00000225220.1	chr13	+	76127015	76131463	76127015	76130259	A0A286YD75	uc288oro.1	Ttc37
ENSMUST00000224914.1	chr13	+	76132274	76139746	76132274	76132274		uc288orp.1	Ttc37
ENSMUST00000225341.1	chr13	+	76137844	76142313	76137844	76137844		uc288orq.1	Ttc37
ENSMUST00000224289.1	chr13	+	76148447	76152052	76148447	76148447		uc288orr.1	Ttc37
ENSMUST00000223902.1	chr13	+	76180424	76190106	76180424	76180424		uc288ors.1	Ttc37
ENSMUST00000225147.1	chr13	+	76185126	76188024	76185126	76187674	A0A286YDT1	uc288ort.1	Ttc37
ENSMUST00000022218.5	chr13	+	92354725	92389053	92355258	92384803	Q544T5	uc007rkl.2	Dhfr
ENSMUST00000054274.7	chr13	+	94057795	94195409	94174223	94192101	Q8BGA2	uc007rlp.1	Lhfpl2
ENSMUST00000144838.1	chr13	+	94057831	94123974	94057831	94057831		uc288peq.1	Lhfpl2
ENSMUST00000156071.1	chr13	+	94083510	94174640	94174223	94174640	D3Z698	uc288per.1	Lhfpl2
ENSMUST00000221096.1	chr13	+	94094460	94174280	94174223	94174280	A0A1Y7VNJ3	uc288pes.1	Lhfpl2
ENSMUST00000223423.1	chr13	+	94117941	94174646	94174223	94174646	A0A1Y7VJ20	uc288pet.1	Lhfpl2
ENSMUST00000120051.1	chr13	+	94134739	94174326	94174223	94174326	D3Z4C4	uc288peu.1	Lhfpl2
ENSMUST00000118195.1	chr13	+	94172809	94194517	94174223	94192101	Q8BGA2	uc288pew.1	Lhfpl2
ENSMUST00000131595.1	chr13	+	94173773	94174213	94173773	94173773		uc288pex.1	Lhfpl2
ENSMUST00000121618.1	chr13	+	94173991	94195409	94174223	94192101	Q8BGA2	uc007rlq.1	Lhfpl2
ENSMUST00000160115.7	chr13	+	94976343	95014531	94976538	95013279	S4R290	uc288pfq.1	Wdr41
ENSMUST00000222995.1	chr13	+	94976347	95012800	94976538	95012596	A0A1Y7VMD8	uc288pfr.1	Wdr41
ENSMUST00000160801.7	chr13	+	94976347	95023313	94976538	95021825	Q3UDP0	uc033gmu.2	Wdr41
ENSMUST00000056512.13	chr13	+	94976347	95023314	94976538	95021825	Q3UDP0	uc288pfs.1	Wdr41
ENSMUST00000159647.7	chr13	+	94976437	95014477	94976538	95013279	B2RQV3	uc011zcw.2	Wdr41
ENSMUST00000160409.1	chr13	+	94976437	95014477	94976437	94976437		uc288pft.1	Wdr41
ENSMUST00000167155.1	chr13	+	94976437	95014477	94976538	95013279	B2RQV3	uc288pfu.1	Wdr41
ENSMUST00000222948.1	chr13	+	94997055	95010398	94997055	94997055		uc288pfv.1	Wdr41
ENSMUST00000223422.1	chr13	+	95017583	95018965	95017583	95017583		uc288pfy.1	Wdr41
ENSMUST00000022176.14	chr13	-	96648966	96670936	96650578	96666685	Q01237	uc007rnm.4	Hmgcr
ENSMUST00000168855.1	chr13	-	96650275	96666763	96652784	96666685	E9Q149	uc288phy.1	Hmgcr
ENSMUST00000169945.7	chr13	-	96650442	96652803	96650578	96652803	F7CA39	uc288phz.1	Hmgcr
ENSMUST00000170287.7	chr13	-	96651353	96666710	96651849	96666685	F2Z470	uc007rnn.2	Hmgcr
ENSMUST00000169202.1	chr13	-	96652120	96656667	96652120	96656667	F6X166	uc288pia.1	Hmgcr
ENSMUST00000163201.1	chr13	-	96658882	96670875	96658882	96658882		uc288pib.1	Hmgcr
ENSMUST00000169196.7	chr13	-	96660148	96670823	96660148	96666685	E9PY17	uc288pic.1	Hmgcr
ENSMUST00000172440.1	chr13	-	96665704	96666587	96665704	96665704		uc288pid.1	Hmgcr
ENSMUST00000169966.1	chr13	-	96666114	96669654	96666114	96666685	E9Q5H3	uc288pie.1	Hmgcr
ENSMUST00000171537.1	chr13	-	96666119	96670482	96666119	96670407	E9PVG9	uc288pif.1	Hmgcr
ENSMUST00000168374.1	chr13	-	96666317	96670848	96666317	96666317		uc288pig.1	Hmgcr
ENSMUST00000064347.7	chr13	-	98686234	98694834	98686320	98692640	Q4KL18	uc007roy.2	Tmem171
ENSMUST00000148950.1	chr13	-	98692313	98694768	98692313	98692640	D3Z2U9	uc288pkt.1	Tmem171
ENSMUST00000049789.2	chr13	-	100211738	100246323	100212606	100246199	Q9R016	uc288png.1	Naip5
ENSMUST00000224176.1	chr13	+	112927453	112941729	112927792	112940442	Q8BN72	uc288pzx.1	Dhx29
ENSMUST00000038574.6	chr13	+	112927453	112969432	112927792	112969187	Q6PGC1	uc007rwx.2	Dhx29
ENSMUST00000223866.1	chr13	+	112927647	112932177	112927647	112927647		uc007rwv.2	Dhx29
ENSMUST00000226022.1	chr13	+	112932521	112935704	112932521	112932521		uc288pzy.1	Dhx29
ENSMUST00000109226.4	chr13	-	115088354	115090186	115088529	115089919	Q80X73	uc007ryb.3	Pelo
ENSMUST00000225543.1	chr13	+	119690378	119699726	119699673	119699726	A0A286YDE3	uc288qfk.1	Hmgcs1
ENSMUST00000179869.2	chr13	+	119690445	119708082	119699673	119706478	Q8JZK9	uc007rzw.3	Hmgcs1
ENSMUST00000226092.1	chr13	+	119690461	119702186	119690461	119690461		uc288qfl.1	Hmgcs1
ENSMUST00000224188.1	chr13	+	119690463	119708260	119699673	119706478	Q8JZK9	uc007rzv.3	Hmgcs1
ENSMUST00000223972.1	chr14	+	3208487	3222034	3208487	3208487		uc007sar.2	D830030K20Rik
ENSMUST00000178670.1	chr14	+	3225314	3233517	3225314	3233517	Q8BGG1	uc288qha.1	D830030K20Rik
ENSMUST00000225885.1	chr14	+	3208528	3233999	3225314	3233517	Q8BGG1	uc029sea.3	D830030K20Rik
ENSMUST00000112797.11	chr14	+	3208576	3234351	3224366	3233517	E9PYQ5	uc288qgy.1	D830030K20Rik
ENSMUST00000168733.8	chr14	-	6020653	6093942	6020653	6093942	A6NAS8	uc288qnp.1	Gm8206
ENSMUST00000145234.1	chr14	-	7975871	7977222	7975871	7975871		uc288qrd.1	Dnase1l3
ENSMUST00000026315.7	chr14	-	7964532	7994573	7967758	7993985	O55070	uc007sem.3	Dnase1l3
ENSMUST00000224197.1	chr14	+	14703067	14729667	14703067	14703067		uc288qxt.1	Slc4a7
ENSMUST00000225078.1	chr14	+	14739735	14746273	14739735	14739735		uc288qyk.1	Slc4a7
ENSMUST00000223771.1	chr14	+	14748473	14762375	14748473	14757405	A0A286YDR1	uc288qyl.1	Slc4a7
ENSMUST00000225508.1	chr14	+	14757333	14762903	14757333	14757333		uc288qym.1	Slc4a7
ENSMUST00000224750.1	chr14	+	14763766	14767167	14763766	14763766		uc288qyn.1	Slc4a7
ENSMUST00000225496.1	chr14	+	14703024	14775512	14703024	14703024		uc007sgn.2	Slc4a7
ENSMUST00000225232.2	chr14	+	14703064	14786402	14703232	14786402	A0A286YDJ7	uc288qxs.2	Slc4a7
ENSMUST00000225613.1	chr14	+	14785926	14788304	14785926	14785926		uc288qyo.1	Slc4a7
ENSMUST00000223607.2	chr14	+	14703078	14796309	14703232	14796158	A0A286YCS4	uc288qxu.2	Slc4a7
ENSMUST00000223761.2	chr14	+	14703078	14796309	14703232	14796158	J9RV59	uc288qxv.2	Slc4a7
ENSMUST00000223981.2	chr14	+	14703078	14796309	14703232	14796158	A0A286YD46	uc288qxw.2	Slc4a7
ENSMUST00000224222.2	chr14	+	14703078	14796309	14703232	14796158	A0A286YCS4	uc288qxx.2	Slc4a7
ENSMUST00000225175.2	chr14	+	14703078	14796309	14703232	14796158	J9RDH0	uc288qxy.2	Slc4a7
ENSMUST00000225238.2	chr14	+	14703078	14796309	14703232	14796158	I1VGT4	uc288qxz.2	Slc4a7
ENSMUST00000225630.2	chr14	+	14703078	14796310	14703232	14796158	D3Y272	uc288qya.2	Slc4a7
ENSMUST00000225979.2	chr14	+	14703078	14796310	14703232	14796158	I1VGT5	uc288qyb.2	Slc4a7
ENSMUST00000226079.2	chr14	+	14703078	14796310	14703232	14796158	D3Y273	uc288qyc.2	Slc4a7
ENSMUST00000223695.2	chr14	+	14718824	14796574	14718857	14796158	I1VGT6	uc288qye.2	Slc4a7
ENSMUST00000224333.2	chr14	+	14718824	14796574	14718857	14796158	A0A286YDK8	uc288qyf.2	Slc4a7
ENSMUST00000223740.2	chr14	+	14718824	14796575	14718857	14796158	E3UVT8	uc288qyg.2	Slc4a7
ENSMUST00000224049.2	chr14	+	14718824	14796575	14718857	14796158	H6WZ45	uc288qyh.2	Slc4a7
ENSMUST00000224672.2	chr14	+	14718824	14796575	14718857	14796158	E3UVT9	uc288qyi.2	Slc4a7
ENSMUST00000224752.2	chr14	+	14718824	14796575	14720469	14796158	A0A286YCX8	uc288qyj.2	Slc4a7
ENSMUST00000057015.7	chr14	+	14702278	14799940	14703232	14796158	F8VQC9	uc007sgp.2	Slc4a7
ENSMUST00000224952.2	chr14	+	14718783	14799940	14718857	14796158	H6WZF5	uc288qyd.2	Slc4a7
ENSMUST00000225487.1	chr14	-	20334798	20348050	20334798	20334798		uc288rfg.1	Ecd
ENSMUST00000224412.1	chr14	-	20343257	20348066	20343257	20343356	A0A286YDF4	uc288rfi.1	Ecd
ENSMUST00000223955.1	chr14	-	20337008	20348070	20338464	20346815	A0A286YCJ6	uc288rfh.1	Ecd
ENSMUST00000022344.3	chr14	-	20319851	20348121	20320723	20346815	Q9CS74	uc011zgo.2	Ecd
ENSMUST00000223889.1	chr14	-	20385229	20388401	20385229	20385229		uc288rfw.1	Dnajc9
ENSMUST00000223844.1	chr14	-	20388020	20388821	20388020	20388020		uc288rfy.1	Dnajc9
ENSMUST00000223950.1	chr14	-	20387461	20388876	20387461	20387461		uc288rfx.1	Dnajc9
ENSMUST00000022345.6	chr14	-	20384637	20388910	20385361	20388783	Q91WN1	uc007sjn.2	Dnajc9
ENSMUST00000224963.1	chr14	+	20674338	20676228	20674338	20674338		uc288rhi.1	Sec24c
ENSMUST00000224718.1	chr14	+	20674335	20676875	20674335	20674335		uc288rhh.1	Sec24c
ENSMUST00000224754.1	chr14	+	20674428	20679569	20675985	20679569	A0A286YCX0	uc288rhm.1	Sec24c
ENSMUST00000224061.1	chr14	+	20674322	20679866	20674322	20674322		uc288rhg.1	Sec24c
ENSMUST00000224492.1	chr14	+	20674341	20682729	20675985	20682729	A0A286YDJ8	uc288rhj.1	Sec24c
ENSMUST00000225108.1	chr14	+	20674405	20683112	20675985	20683112	A0A286YCC8	uc288rhl.1	Sec24c
ENSMUST00000224876.1	chr14	+	20674353	20683934	20675985	20682779	A0A286YDN4	uc288rhk.1	Sec24c
ENSMUST00000228545.1	chr14	+	20682819	20686610	20682819	20686610	A0A2I3BQS4	uc288rhn.1	Sec24c
ENSMUST00000224791.1	chr14	+	20689073	20691550	20689073	20691276	A0A286YD08	uc288rho.1	Sec24c
ENSMUST00000224793.1	chr14	+	20689644	20691732	20689644	20689644		uc288rhp.1	Sec24c
ENSMUST00000225566.1	chr14	+	20691269	20692090	20691269	20691269		uc288rhq.1	Sec24c
ENSMUST00000225903.1	chr14	+	20691822	20692567	20691822	20691822		uc288rhs.1	Sec24c
ENSMUST00000224722.1	chr14	+	20691679	20692732	20691679	20691679		uc288rhr.1	Sec24c
ENSMUST00000223751.1	chr14	+	20674342	20694850	20675985	20693791	A0A286YDI8	uc007skh.3	Sec24c
ENSMUST00000048657.9	chr14	+	20674307	20694852	20675985	20693791	G3X972	uc007skg.3	Sec24c
ENSMUST00000225328.1	chr14	-	20736647	20739367	20736647	20739367	A0A286YCH4	uc288ris.1	Camk2g
ENSMUST00000223863.1	chr14	-	20736608	20739397	20737461	20739397	A0A286YCI7	uc288riq.1	Camk2g
ENSMUST00000225463.1	chr14	-	20741429	20764252	20741429	20764252	A0A286YDK9	uc288riw.1	Camk2g
ENSMUST00000224887.1	chr14	-	20737372	20764268	20737372	20764268	A0A286YCW8	uc288rit.1	Camk2g
ENSMUST00000223712.1	chr14	-	20738911	20764909	20738911	20764909	A0A286YDL6	uc288riu.1	Camk2g
ENSMUST00000225609.1	chr14	-	20739327	20765414	20739327	20765414	A0A286YCB8	uc288riv.1	Camk2g
ENSMUST00000224245.1	chr14	-	20760164	20765509	20760164	20760164		uc288riz.1	Camk2g
ENSMUST00000224566.1	chr14	-	20765943	20791158	20765943	20765943		uc288rjb.1	Camk2g
ENSMUST00000225800.1	chr14	-	20765448	20792665	20765448	20765448		uc288rja.1	Camk2g
ENSMUST00000226630.1	chr14	-	20736626	20793966	20737270	20793965	A0A2I3BQP6	uc288rir.1	Camk2g
ENSMUST00000225635.1	chr14	-	20779013	20794011	20779013	20779013		uc288rjd.1	Camk2g
ENSMUST00000224804.1	chr14	-	20765981	20794025	20765981	20765981		uc288rjc.1	Camk2g
ENSMUST00000080440.13	chr14	-	20734882	20794030	20737270	20793965	Q923T9	uc007sku.3	Camk2g
ENSMUST00000225660.1	chr14	-	20742251	20794049	20742251	20742251		uc288rix.1	Camk2g
ENSMUST00000100837.10	chr14	-	20734874	20794051	20737270	20793965	Q923T9	uc007skv.3	Camk2g
ENSMUST00000225958.1	chr14	-	20754536	20794054	20754536	20754536		uc288riy.1	Camk2g
ENSMUST00000071816.6	chr14	-	20734874	20794088	20737270	20793965	Q923T9	uc007skt.3	Camk2g
ENSMUST00000224141.1	chr14	+	20836723	20842519	20837078	20837635	A0A286YE40	uc288rje.1	Plau
ENSMUST00000022368.3	chr14	+	20836659	20843385	20837078	20842450	Q0VBA8	uc007skx.3	Plau
ENSMUST00000148886.1	chr14	-	21040986	21052077	21040986	21040986		uc288rjl.1	Ap3m1
ENSMUST00000130370.2	chr14	-	21044652	21052120	21044652	21045760	D3YWU3	uc288rjn.1	Ap3m1
ENSMUST00000126536.7	chr14	-	21038130	21052187	21041018	21045760	D6RI63	uc288rjj.1	Ap3m1
ENSMUST00000224016.1	chr14	-	21036568	21052195	21036602	21040078	A0A286YDZ6	uc288rji.1	Ap3m1
ENSMUST00000022371.9	chr14	-	21036013	21052222	21036602	21045760	H7BWY2	uc288rjh.1	Ap3m1
ENSMUST00000154460.7	chr14	-	21031441	21052450	21036602	21045760	Q9JKC8	uc007sla.3	Ap3m1
ENSMUST00000156716.1	chr14	-	21038174	21052463	21038174	21038174		uc288rjk.1	Ap3m1
ENSMUST00000130291.7	chr14	-	21041013	21052508	21041013	21045760	D3YXV9	uc288rjm.1	Ap3m1
ENSMUST00000184129.1	chr14	-	25924756	25925788	25924756	25924756		uc288rpx.1	Tmem254a
ENSMUST00000100811.5	chr14	-	25924169	25927250	25924786	25927149	P0DN91	uc007srx.3	Tmem254a
ENSMUST00000100813.4	chr14	-	25924749	25927643	25925793	25927384	V9GX22	uc288rpw.1	Tmem254a
ENSMUST00000185006.8	chr14	-	25923299	25927672	25924786	25927384	P0DN91	uc007sry.3	Tmem254a
ENSMUST00000172465.1	chr14	+	25978576	25983517	25978576	25978576		uc288rqc.1	Duxbl1
ENSMUST00000173155.7	chr14	+	25980038	25986817	25983523	25986817	L7MUF2	uc288rqf.1	Duxbl1
ENSMUST00000174383.1	chr14	+	25980372	25987555	25980372	25980372		uc288rqg.1	Duxbl1
ENSMUST00000172667.7	chr14	+	25979082	25988718	25983523	25987802	Q3UY88	uc288rqd.1	Duxbl1
ENSMUST00000173580.7	chr14	+	25979400	25988909	25983523	25988909	L7MUF5	uc288rqe.1	Duxbl1
ENSMUST00000049793.8	chr14	+	25983004	25990088	25983523	25989394	Q7TNE6	uc007ssa.4	Duxbl1
ENSMUST00000184440.1	chr14	-	26064509	26065541	26064509	26064509		uc288rqi.1	Tmem254c
ENSMUST00000100818.5	chr14	-	26063922	26066961	26064539	26066902	P0DN91	uc007sse.4	Tmem254c
ENSMUST00000100819.11	chr14	-	26063918	26067355	26064539	26067137	P0DN91	uc007ssf.4	Tmem254c
ENSMUST00000174012.1	chr14	+	26118348	26123111	26118348	26118348		uc288rqn.1	Duxbl2
ENSMUST00000173617.7	chr14	+	26119810	26126397	26123117	26126397	L7MUF4	uc288rqq.1	Duxbl2
ENSMUST00000172861.1	chr14	+	26120144	26127133	26120144	26120144		uc288rqr.1	Duxbl2
ENSMUST00000172038.7	chr14	+	26118854	26128337	26123117	26127382	Q3UY88	uc288rqo.1	Duxbl2
ENSMUST00000174564.7	chr14	+	26119172	26128528	26123117	26128528	G3UX37	uc288rqp.1	Duxbl2
ENSMUST00000100810.6	chr14	+	26122608	26129763	26123117	26129013	Q7TNE6	uc007ssh.3	Duxbl2
ENSMUST00000184797.1	chr14	-	26204125	26205157	26204125	26204125		uc288rqw.1	Tmem254b
ENSMUST00000100806.5	chr14	-	26203538	26206619	26204155	26206518	P0DN91	uc007ssl.4	Tmem254b
ENSMUST00000183976.1	chr14	-	26204118	26207012	26205162	26206753	V9GX22	uc288rqv.1	Tmem254b
ENSMUST00000022418.14	chr14	-	26203368	26207041	26204155	26206753	P0DN91	uc007ssm.4	Tmem254b
ENSMUST00000173423.1	chr14	+	26257961	26262760	26257961	26257961		uc288rqz.1	Duxbl3
ENSMUST00000174494.7	chr14	+	26259108	26266046	26262766	26266046	G3UZN2	uc288rrc.1	Duxbl3
ENSMUST00000173017.1	chr14	+	26259757	26266784	26259757	26259757		uc288rrd.1	Duxbl3
ENSMUST00000112340.7	chr14	+	26258467	26267986	26262766	26267031	Q3UY88	uc288rra.1	Duxbl3
ENSMUST00000172517.7	chr14	+	26258785	26268177	26262766	26268177	K9J7G7	uc288rrb.1	Duxbl3
ENSMUST00000100804.4	chr14	+	26262257	26269436	26262766	26268662	Q7TNE6	uc011zhr.2	Duxbl3
ENSMUST00000134766.1	chr14	+	28505899	28509121	28505899	28505899		uc288rtv.1	Wnt5a
ENSMUST00000146192.1	chr14	+	28511450	28511907	28511450	28511450		uc288rtz.1	Wnt5a
ENSMUST00000151929.1	chr14	+	28510617	28511925	28510617	28510617		uc288rtx.1	Wnt5a
ENSMUST00000134163.1	chr14	+	28511389	28523517	28511389	28511389		uc288rty.1	Wnt5a
ENSMUST00000112272.1	chr14	+	28511404	28525434	28511876	28522940	P22725	uc007suh.3	Wnt5a
ENSMUST00000063465.11	chr14	+	28504749	28527448	28506108	28522940	P22725	uc007sug.3	Wnt5a
ENSMUST00000128014.1	chr14	+	31641027	31667171	31641027	31641027		uc288sdu.1	Btd
ENSMUST00000090147.6	chr14	+	31641056	31668579	31641124	31667913	A0A0R4J131	uc007sxy.3	Btd
ENSMUST00000132153.1	chr14	-	33018283	33023337	33018537	33023337	F6X8K3	uc288shk.1	Wdfy4
ENSMUST00000061753.14	chr14	-	32959546	33185066	32959937	33162943	E9PV60	uc007szk.2	Wdfy4
ENSMUST00000130509.9	chr14	-	32959546	33185066	32959937	33162943	E9Q2M9	uc288shf.1	Wdfy4
ENSMUST00000159606.1	chr14	-	33162748	33185508	33162748	33162943	E0CXD5	uc288shl.1	Wdfy4
ENSMUST00000052126.5	chr14	-	34351880	34355433	34351943	34355358	Q8CF02	uc007tat.2	Fam25c
ENSMUST00000022337.10	chr14	-	37077856	37098347	37079404	37098143	Q8VHP6	uc007tbu.2	Cdhr1
ENSMUST00000160298.1	chr14	+	43925389	43933411	43930963	43932727	E0CXS8	uc288stl.1	Gm8113
ENSMUST00000141767.1	chr14	+	46883505	46884646	46883505	46883505		uc288tcs.1	Samd4
ENSMUST00000226684.1	chr14	+	47001364	47001747	47001364	47001364		uc288tcw.1	Samd4
ENSMUST00000140571.1	chr14	+	47001339	47003357	47001339	47001339		uc288tcv.1	Samd4
ENSMUST00000130046.1	chr14	+	47087134	47089101	47087134	47087134		uc288tcy.1	Samd4
ENSMUST00000227848.1	chr14	+	47077561	47101530	47077561	47096112	A0A2I3BRV2	uc288tcx.1	Samd4
ENSMUST00000125113.8	chr14	+	47001314	47101634	47016383	47101459	Q8CBY1	uc007thq.3	Samd4
ENSMUST00000125688.1	chr14	+	47068973	47102154	47073886	47101459	Q8CBY1	uc007thr.3	Samd4
ENSMUST00000228404.1	chr14	+	46882979	47102223	47016383	47101459	A0A2I3BPM7	uc288tcr.1	Samd4
ENSMUST00000022386.14	chr14	+	46882853	47103150	46884820	47101459	Q8CBY1	uc007thn.3	Samd4
ENSMUST00000100672.10	chr14	+	46882988	47103150	46884820	47101459	Q8CBY1	uc007tho.3	Samd4
ENSMUST00000137543.8	chr14	+	46884174	47105815	46884820	47101459	Q8CBY1	uc007thp.2	Samd4
ENSMUST00000162850.1	chr14	-	50915787	50917374	50915787	50915787		uc288tnj.1	Osgep
ENSMUST00000160375.7	chr14	-	50916693	50924626	50916693	50919783	E0CYK9	uc288tnk.1	Osgep
ENSMUST00000162177.7	chr14	-	50915685	50924688	50915858	50919783	E0CYN9	uc029sja.2	Osgep
ENSMUST00000006452.12	chr14	-	50915681	50924830	50917449	50924778	E9QMF4	uc288tnh.1	Osgep
ENSMUST00000160393.7	chr14	-	50906477	50924834	50915858	50924778	A0A0R4J1Y3	uc288tng.1	Osgep
ENSMUST00000160464.1	chr14	-	50917093	50924843	50917093	50917093		uc288tnl.1	Osgep
ENSMUST00000160890.7	chr14	-	50915685	50924872	50919811	50924778	E0CXW7	uc288tni.1	Osgep
ENSMUST00000159292.7	chr14	-	50913593	50924893	50915858	50924778	A0A0R4J1Y3	uc007tlx.2	Osgep
ENSMUST00000053821.4	chr14	+	51800045	51826359	51800045	51826296	Q6UY53	uc007tne.1	AY358078
ENSMUST00000227124.1	chr14	-	54632552	54637541	54632552	54637541	A0A2I3BQY3	uc288ugw.1	Cdh24
ENSMUST00000067784.7	chr14	-	54631230	54641364	54632112	54639544	Q6PFX6	uc011zlc.2	Cdh24
ENSMUST00000132992.1	chr14	-	55109641	55110558	55109641	55109641		uc288ukr.1	Jph4
ENSMUST00000124493.1	chr14	-	55107276	55115552	55108311	55115274	Q80WT0	uc007tyg.2	Jph4
ENSMUST00000133954.2	chr14	-	55111301	55116580	55111301	55111301		uc288uks.1	Jph4
ENSMUST00000022819.12	chr14	-	55106825	55116935	55108311	55115274	Q80WT0	uc007tyh.2	Jph4
ENSMUST00000161573.7	chr14	-	55587446	55588604	55587446	55587446		uc288unv.1	Psme2
ENSMUST00000162700.7	chr14	-	55587446	55589511	55587446	55587446		uc288unw.1	Psme2
ENSMUST00000161027.7	chr14	-	55588053	55590149	55588053	55588053		uc288unx.1	Psme2
ENSMUST00000159282.7	chr14	-	55588082	55590864	55588082	55588082		uc288unz.1	Psme2
ENSMUST00000159297.1	chr14	-	55589997	55590895	55589997	55589997		uc288uoc.1	Psme2
ENSMUST00000159845.7	chr14	-	55589316	55590948	55589316	55589316		uc288uob.1	Psme2
ENSMUST00000162496.7	chr14	-	55589193	55590973	55589193	55589193		uc288uoa.1	Psme2
ENSMUST00000161807.7	chr14	-	55587440	55591087	55587484	55590889	Q5SVP3	uc007tzg.2	Psme2
ENSMUST00000111378.9	chr14	-	55587441	55591101	55587484	55591045	G3X9V0	uc007tzh.2	Psme2
ENSMUST00000159687.1	chr14	-	55588071	55591113	55588071	55591045	E0CZ90	uc288uny.1	Psme2
ENSMUST00000130167.7	chr14	-	55638300	55641060	55638300	55638300		uc288uph.1	Tm9sf1
ENSMUST00000146588.1	chr14	-	55640443	55641599	55640443	55640443		uc288upi.1	Tm9sf1
ENSMUST00000120041.7	chr14	-	55635964	55643251	55636218	55642938	Q9DBU0	uc288upc.1	Tm9sf1
ENSMUST00000121937.7	chr14	-	55635967	55643315	55636218	55642938	D3Z6X7	uc288upd.1	Tm9sf1
ENSMUST00000133707.1	chr14	-	55642583	55643333	55642583	55642938	D3YYW1	uc288upk.1	Tm9sf1
ENSMUST00000002391.14	chr14	-	55636059	55643340	55636218	55642938	Q9DBU0	uc007tzs.2	Tm9sf1
ENSMUST00000121791.7	chr14	-	55636011	55643354	55636218	55642938	Q9DBU0	uc288upe.1	Tm9sf1
ENSMUST00000149726.7	chr14	-	55636015	55643361	55637969	55642938	D6RGM8	uc288upf.1	Tm9sf1
ENSMUST00000127473.1	chr14	-	55640095	55643371	55640095	55640095		uc007tzv.2	Tm9sf1
ENSMUST00000132338.7	chr14	-	55637832	55643523	55637832	55642938	D3YWH4	uc288upg.1	Tm9sf1
ENSMUST00000139313.1	chr14	-	55640384	55643560	55640384	55640384		uc007tzw.2	Tm9sf1
ENSMUST00000138085.1	chr14	-	55641417	55643771	55641417	55642938	D3Z279	uc288upj.1	Tm9sf1
